Entry	Gene names
C9J1A4	ITSN1
C9J7F3	SATB1
C9JEY6	ZNF205
C9JYA1	NUPL2
C9JZ07	ITGB1BP1
C9K0R8	ST6GAL1
D6MLB9	HLA-C
F8VZQ2	PRDM4
Q6ZW64	
W5REE8	HLA-C
A0A024D9S0	ITGB2
A0A024R6T3	PLLP hCG_23899
A0A0A7C9J1	HLA-DQB1
A0A0A7CA37	HLA-DRB1
A0A0A7CAC5	HLA-DPB1
A0A0D6K958	HLA-C
A0A0U1RR09	SMARCA2
E9PHB0	AMN1
E9PPG5	ZNF250
E9PQE7	MBP
G3V2G7	PSEN1
G3V555	HNRNPC
H2AM02	HLA-B
Q7LAX7	
Q7Z461	SKI
X6RF82	CDC123
A0A0E3DCW9	HLA-DPB1
A0A0G2JPY1	LILRA6
A0A0G2R1D3	HLA-C
A0A0S2Z3A2	APBB2
A0A140VJU8	
A0A141AZ99	HLA-B
D2DKK1	HLA-C
D2DKS5	HLA-B
H3BUI4	
J3KMZ0	HOXC11
M0QZ19	TRPM4
M0R2M9	ASCL5
Q19UG3	F9
R4QIR6	HLA-DQB1
Q6P5W2	LOC400590
A0A0S2Z5E1	ZCWPW1
B4DF14	
F4NBQ1	HLA-B
B3KNS2	
Q59EK8	
Q9BXH2	STAT3
A1KWT0	HLA-A
A7MAK1	HLA-B
B3KRG8	
C9WEL5	HLA-A
D6C6G5	HLA-C
D6RD41	PRLR
Q5BTQ8	HLA-B
Q6YL41	
S4T722	HLA-A
K7ERI9	APOC1
A0A0D9SF16	MBD5
A0A140VJF4	
F5GXC4	PPP1R14B
F5H742	MRE11A
H0Y5F6	NCOA7
H0YMK5	BUB1B
I3L107	SERPINF1
Q5T925	SORBS1
U3KQS1	PTPN6
A0A0N7A4W5	HLA-DPB1
A0A0N7G7C9	HLA
A2A3S1	VDAC2
A8KAY2	FBN3
C9J5X1	IGF1R
E5RIL1	
F6MDI2	BARD1
I3L195	SCPEP1
I3L3X8	CARHSP1
Q53G89	
Q9BD46	HLA-C
C5IZS3	HLA-B
D3G9K1	HLA-A
D6RBF1	SQSTM1
D6RIC0	FBXO8
F8WDA3	TTC14
F8W8N5	ARHGAP26
Q6IAD4	NOTCH1
B4DEJ8	
B4DNB2	
B4DZN5	
B5MCX1	OSM
E7EQ61	UBA5
E7ESP8	ZEB2
E7EVM7	PIEZO2
E7EVU1	CD36
G3CC15	HLA-C
M9PAC7	HLA-C
Q5JT45	UTRN
Q5TG78	KCNAB2
C9E1H8	HLA-C
C9J5J2	IAH1
C9JWQ1	NR4A2
D5FZS5	HLA-B
G9HW94	HLA-C
H0Y8V1	TMEM110-MUSTN1
H0YH12	ASUN
A0A087X1W9	ELF5
B0AZP8	
D1MEQ4	HLA-A
D4HP97	HLA-B
D7GMU9	HLA-C
D7R0U9	HLA-DRB1
E5RK81	FAM49B
M9P8Q6	HLA-A
Q6F3D8	HLA-B
Q9H757	
A0A075B6S2	IGKV2D-29
A0A1B0GX68	TRBV2
F8VWK5	TGIF1
F8VZG4	BPNT1
M0QYQ8	ZIK1
C9JZE2	PEX5L
J7JGS9	HLA-B
K4IA16	HLA-B
M0QXI3	ZIM2
Q7Z3V9	DKFZp686E1183
A0A024QZ94	PCDH8 hCG_27503
A0A024RAM8	LHFPL2 hCG_37744
E9PLM6	MDK
A0A0S2Z551	AKAP10
A0A126GVL8	OR5B17
A0A1B0GVB7	KCNC4
V9GY66	COMMD7
D2KZ25	HLA-B
H3BTZ6	AMDHD2
I2B2Z3	HLA-B
Q19UL0	F9
Q6W794	
U5YMP0	HLA-A
A0A0A0MRX8	NFIB
F4YZV6	HLA-C
F5H408	ECHDC2
G9HWB6	HLA-DRB1
H0Y5F2	C1orf167
H0YDH3	NADSYN1
H0YIX3	ZNF385A
A0A0K0KSK0	HLA-DPB1
A0A0N7A6A4	HLA-A
C7FDX3	HLA-A
C7SJV2	CYTB
F6IQN3	HLA-C
I3L124	SLC26A11
Q5VVV6	SLC2A8
B3KVC5	
D6R9X4	PTPN13
D6RBX4	TGFBI
D6RIF8	GAB1
F8R8L5	HLA-C
F8WB25	STAC
F8WF48	SEC62
K0P0H0	HLA-A
H3BU99	MON1B
J3KT07	ZNF521
K7EIV9	HEXDC
K7ERD7	POP4
A0A0E3DCF7	HLA-DQB1
A0A0E3DCZ1	HLA-A
A0A142J2X4	HLA-DRB1
B6ZLV2	HLA-DRB1
D7GK32	HLA-DRB1
D7NQX0	HLA-B
E2I6F4	BRAF
E5RII5	ENDOV
E5RK91	PHF20L1
G3C9V4	HLA-A
H0YG12	TULP3
I6NN16	HLA-B
M1SQG8	HLA-DQB1
W0G8H1	HLA-B
A0A096LNH7	PCDHB6
E7ER52	HDAC6
H7C3G6	MPRIP
J3QRF4	RBFOX3
L0BXU0	HLA-DQB1
B1AMU5	ZDHHC16
C9J9C4	SEMA3A
C9JJC1	PTPN12
C9JVA8	SERPINB8
D6ML74	HLA-C
E9PNN6	ALDH3A1
Q5W0C6	TOR3A
A0A024R4D1	COPS8 hCG_1776875
A0A0K0KRE4	HLA-DRB1
A0A0N7A4K3	HLA-DQB1
E9PJX4	FGD4
E9PLW2	OXR1
E9PPZ0	KCNQ1
M0QX28	SLC39A9
A2VCQ4	PRKCSH
D2DKY6	HLA-A
H3BNV8	RAB40C
B3KMZ7	
D6ML26	HLA-A
D6RB83	TRAPPC13
D6RC01	USP45
D7RJ36	HLA-Cw
Q59EB1	
Q67AK2	HLA-DQB1
S4TZE3	HLA-C
B7Z4N9	
F5GY03	SPARC
H0Y447	CDADC1
Q4JIW0	NGL1
B2RBE5	
F4MH27	UTY
F5GYH0	GSG1
O62920	HLA-A
Q19A33	HLA-DRB1
B1AKI4	MBNL3
E7EMM4	ASAH1
J3QQI2	ZNF521
J3QRS8	GGA3
Q2QD09	
B1AKI5	MBNL3
E1Y6P8	HLA-DRB1
G3D6G1	HLA-C
H0Y948	AFDN
H0YBF2	MATN2
H0YF29	C8orf82
H0YJJ9	VRK1
I3L0P9	CNTROB
Q52PU4	TRPV1
J3QTB1	TMEM173
X5DR03	GSTM1
A0A087WXS7	ASNA1
A0A0E3DC75	HLA-C
B4E0C6	
B4E381	
C9E852	HLA-B
C9J715	NISCH
C9JIX7	SSX2IP
C9JWN8	TRIM5
D5K9S6	POU5F1P3
D5M8F9	HLA-A
F4ZZU4	HLA-B
A0A024QZE1	IRF3 hCG_21108
A0A0A7C6N7	HLA-DQB1
C9JW04	TBC1D5
E9PI21	HSD17B12
E9PIQ2	TRIM29
E9PKK4	NCAPD3
H7BXG1	CLEC16A
H7BYG4	PXK
L0BXG2	HLA-B
Q0MX32	HLA
Q5QR45	HLA-B
Q60I39	HLA-A
Q6PHY4	MTL5
U3PQT7	HLA-DRB1
A0A059V7J1	NEK4
A0A0A7C498	HLA-B
A0A0A7C4M6	HLA-C
A0A0A7C686	HLA-DQB1
A0A186VNG6	HLA-A
A0A1B0GVI9	ATP6AP2
F8SKX4	HLA-B
F8VWU8	PPHLN1
F8VYL3	DNM1L
M9P8V0	HLA-C
Q71U42	BRL
Q9P0D2	
A0A0A7UWX6	HLA-B
A0A0B4J1T8	EPHA6
B4DDG4	
B4DJX6	
B4DTC7	
D6RB65	NUP54
A0A0A7C8D5	HLA-DQB1
A0A0K0KRS0	HLA-DRB1
B7ZAH5	
E0X9P1	NEUROD1
E0YTJ8	HLA-B
H0Y613	GSE1
H0YCA0	CUL5
H0YJ60	
Q86Y85	KCNG1
F1AQS2	HLA-DRB1
F4YU11	HLA-A
B7XH61	HLA-B
F5H0V1	STK38L
M0QY77	KXD1
B4E243	
H3BLW6	TMEM63B
H3BPL6	SULT1A3
H3BU34	PPCDC
M0R2B6	ZNF682
B3CJA8	MYC
B4DHL9	
G9IBU5	HLA-B
M9P9S8	HLA-C
M9PAE7	HLA-C
Q5K100	HLA-B
H7C086	ATP5O
E5RJ86	ARMC1
H0Y6V3	CDC42BPA
H0YE46	RBM25
H0YF42	SLC38A6
H0YL26	TRAF3
I3L2M4	BAIAP2
Q71RB2	
A2N0T8	VH6DJ
D6RD16	CANX
Q6QBN4	TCIRG1
J3KPA5	SLC6A9
B3KTW0	
C9JFL5	ACTG2
F2VYJ8	HLA-B
K7EJH3	U2AF1L4
K7EN82	NMT1
Q3LAB1	HLA-DRB1
K7ER43	ZNF426
V9HWD3	HEL117
B3KSZ5	
B4DU54	
B4E0B0	
B9A055	LGALSL
C9J613	DOCK8
C9JEQ8	GTPBP10
C9JZ94	CPVL
E9PM75	SIRT3
E9PR84	LTBP3
F5GX86	ABCB9
G1EP62	HLA-A
Q5PS30	HLA-B
Q9Y4S0	DKFZp570I0164
A0A0X7YN82	HLA-B
A0A087WZ26	ANK3
A0A0A7C8R1	HLA-DPB1
A4PJ10	HLA-C
A4Q9R6	HLA-Cw
D5FHN2	HLA-A
F8VR69	RPL6
H7C129	ZNF709
M9P9I7	HLA-C
Q6WIG6	HLA-DRB1
A0A0E3DDR1	HLA-DRB1
A0A0A7C756	HLA-DQB1
A0A0A7C8F3	HLA-DQB1
A0A0S2Z5B0	ATL1
B7ZMN0	LINGO2
E9PFL1	MED24
E9PKU4	RPL8
E9PRC8	CCT3
A0A1B0GUW4	ASAH1
E5RGU7	CCAR2
H0Y4U7	ABCA9
H0YHJ4	PPFIA2
H2BDS9	HLA-DRB1
Q5W1E9	HLA-B
A1Z1P0	HLA-DRB1
E3Q0Y6	HLA-C
G1EPZ5	HLA-B
Q59F07	
S4T6L2	HLA-DRB1
A0A076G425	FUT1
B7Z1T3	
B7Z9K5	
D2DKQ0	HLA-B
D3U423	HLA-A
J3KNI2	C8orf82
A0A0N7A4F5	HLA-C
A0A0S2Z3N8	DHCR7
F4YZW9	HLA-DRB1
A8K201	
B1AMA2	CNTNAP3
D6RBM1	SEC24D
D6REP5	GRAMD3
D6RHI0	CCNB1
D6RJE7	CALCOCO2
F6KRX7	HLA-C
F8LFV4	HLA-DQB1
F8LFZ7	HLA-DQB1
F8W9J0	SLC25A12
F8WCY8	ABCC5
H0Y8J5	USP45
H0YKG2	UBAP1L
I0BW43	HLA-A
I3L3V6	AKAP1
I3RY38	SIT-R
Q1T720	HLA-B
Q5JVZ4	ELMO2
U3RF91	HLA-DRB1
X5MFD1	HLA C
A5XEI1	OGDH
A6NJJ0	PRDX4
B1AMU0	ZDHHC16
B4DFN7	
B4DPA0	
F6U495	FBN1
F6XM96	TFIP11
F2VNW5	HLA-DRB1
B2R9I9	
H3BRC0	COQ9
J3KSP9	NADK
K7ESE1	KRT17
Q9GIM5	HLA-B
A0A0M3HER8	GOLGA6L10
A0A087WV01	EEF1A1
D1FXG7	HLA-B
D3XDE5	HLA-B
J3KST0	CBLN2
K7EL43	TRIM16
E5RK15	DMGDH
O19807	HLA-G
Q6NVY0	CACYBP
Q99740	
A0A0A7C3X8	HLA-A
A0A0A7C6U0	HLA-A
A0A0A7CAW0	HLA-DQB1
E7EQF3	GYPA
H7C1X5	SHANK2
L0BXV1	HLA-DQB1
Q6ZUA0	
H7C4D0	PDE11A
B4DHT3	
B4E0E6	
C9JB83	BDH1
C9JLI6	RPS27L
C9JVQ5	FARP2
D6MLN1	HLA-A
Q8TDV3	GPCR
K7P5N0	HLA-C
M0R382	IL12RB1
U3MLI1	HLA-C
O14496	hPEPT1-RF
A0A0A7C751	HLA-DQB1
A0A0A7C8R7	HLA-A
B8ZZE2	MOGS
E9PKJ3	KBTBD3
G0ZMM8	HLA-DR15
G1ENG8	HLA-B
G3V2M8	SCFD1
H0YBZ5	ENDOV
H3BQK2	PARP6
H3BTN2	MGA
Q29997	
Q96K97	
H3BU49	ARL2BP
A0A0S2Z613	RDH12
H0YBF1	BRD9
H0YI52	DDX23
A0A172WCC2	HLA-DPA1
A0A186VNK6	HLA-DPB1
A0A1B0GU98	LINC00854
A0A1B0GUM9	CACNB4
B3KM45	
B4DFK4	
B4DZG2	
D0EYG5	ERVWE1
Q20BH0	CFTR
A0A0G2R0N8	HLA-A
K7ENZ5	YIPF2
Q30113	HLA-DRB1
Q9MY05	
W0NQ30	HLA-C
A0A0S1RNP0	HLA-C
A7X5A5	HLA-A
H0YG47	QKI
I3L3B8	PRPSAP2
E5RG86	PTK2
Q8NHT3	
E7ERB5	SERPINB2
H7C4R6	PPP1R12B
B3KMZ2	
B4DHY8	TSFM
B4DV10	
B4DWF8	
C9E1H7	HLA-C
C9J5D8	MRPS22
C9J6B4	ERMN
C9JS68	TBXAS1
C9JZT2	EIF2AK2
A0A090N8Y0	TPK1 tcag7.508
E9PLF5	ZNF195
E9PMC9	EMSY
E9PSG5	CTSB
G1EP48	HLA-A
G1EQI9	HLA-C
G3V2F2	WARS
J7GHV2	HLA-A
A0A0A7C3Q3	HLA-A
A0A0A7C7E4	HLA-B
Q7YQ30	HLA-DRB1
A0A120GWF5	HLA-DPB1
A0A184AP76	RFP2
J7K480	HLA-C
A6XNE1	
B3KMD8	
B4DKI9	
B4DRZ0	
B4DYI6	
B4DZS3	
E5RJD2	DECR1
Q30156	HLA-DRB1
Q96SP2	
T1WF44	HLA-A
U5YBG6	HLA-A
E0X5Z4	HLA-A
Q9GJ18	HLA-B
A0A060VCY9	HLA-A
B2R582	
B2RCY5	
E9NVF9	HLA-DRB1
F4YZW3	HLA-DRB1
F5GX77	TRMT112
F5GZ38	PLEKHB1
F5H094	
F5H2P7	ZNF26
F5H4R8	GPR137
D2KZ30	HLA-A
D6R9R5	SAR1B
D6RE63	NPNT
F8WFA0	SNX17
Q69YT3	DKFZp667F1912
Q70Q09	HLA-B
A0A0C4DH67	IGKV1-8
H0YE24	TYK2
H0YET9	ARRB1
H9P6L0	ATP6
Q9GJ37	HLA-DRB1
Q8WTZ9	
D3U3Z9	HLA-B
B4DP60	
C9JR77	SEC22A
D4HPC3	HLA-B
H7C3E1	ATP6AP2
Q15931	ZNF
Q5G0E1	EXOC7
Q6B7S7	HLA-B
V9H0F5	61E3.4
A0A0G2R0S6	HLA-B
A0A0G2R1G6	HLA-DQB1
A0A0J9YX75	TRBV6-9
A0A0S2Z434	HSD17B10
A0A0S2Z5R8	CD99L2
A0A0S4XQZ1	HLA-A
A0A0U5LE32	HLA-A
A0A087WWQ1	NBPF26
F8VS45	BRF1
A0AQY7	HLA-DRB1
B3KXY9	
B4E3P7	
C8C3Y9	HLA-C
C9E865	HLA-C
C9J1K5	CYP27A1
C9JD09	SLAIN1
C9JHV0	ZNF638
D3G9I1	HLA-C
D5M8C7	HLA-B
E5RJK2	SNX31
A0A0A0MRB0	FHIT
A0A0A7C613	HLA-C
A0A0A7C6B9	HLA-C
B8ZZU9	MTHFD2
E9NVH2	HLA-DRB1
E9PFH1	RND3
E9PJE9	BTN3A2
E9PN31	SYBU
E9PS09	TM7SF2
E9PSE9	C14orf105
H0YIV4	NAP1L1
B7ZKN6	UTX
U5GXS0	MALRD1
G0X8T7	HLA-C
H3BQW5	KLHL36
Q19UG4	F9
S4R337	MPP7
C6K4N9	HLA-C
D6RBN9	RELL1
D6RGW0	ERAP2
D6RJC5	SPINK9
E5RHZ6	VDAC3
F8W9A3	JPH3
F8WCY0	CCDC66
Q45NE2	HLA-A
Q67AJ7	HLA-DQB1
V5NSW0	HLA-C
B4DRE9	
B4DZ94	
B7ZAX4	
E0X9R7	HLA-B
H0YCL0	MRVI1
G9FP31	HLA-B
U3KQ86	KISS1R
C1JJS3	HLA-DRB1
K7ENX8	CIRBP
K7ERL8	EIF3G
Q5ICN7	NTNG1
A0N0V9	HLA-B
C9J293	LCA5L
C9JFM5	STX4
E7EQ69	NAA50
H7C3B6	LRRK2
J3QRM9	ORMDL3
U5YCB2	HLA-C
Q2TB68	CCHCR1
A0A087WZN9	PCDH15
B4DH08	
B4DR62	
C1KBJ7	HLA-A
E1Y6P7	HLA-DRB1
E5RFK0	ACSM1
G9HW70	HLA-A
H0Y3R8	TJP1
H0YGS6	C12orf4
H0YMP8	ATP8B4
I6ZTP9	HLA-B
Q53EN2	
A0A0X7YRK3	HLA-DQB1
D3U468	HLA-B
D6RCD8	ACAD9
M1F358	HLA-A
A0A110AJQ0	HLA-B
A0A182DWH4	HLA-DRB3
A0A1B0GWI6	LOC101059915
A0A0E3DCG7	HLA-DRB1
A0A0E3DDT3	HLA-DPB1
A0A0S2Z5B1	SLC39A14
A0A140VKC6	
A0A142J240	HLA-DQB1
C9J5J4	LIN9
C9JPK5	ITGB1
C9JRE2	DCUN1D2
C9JVG3	UGP2
K9L7Y7	HLA-A
A0A024R6S1	DNAJA2 hCG_21797
C9JQK8	RHBDD1
A2VBY1	HLA-B
B7Z6I6	
E5RHJ5	CTNNA1
E9PGB1	CTBP1
A0A0A7C7U9	HLA-C
G3V3S8	RBM23
Q86WA3	HDM2
X6R7Y7	HSPB11
F8VRR0	NUDT4
F8VZZ0	CDK4
L0C9Y3	SLC1A7
B3KM46	
B3KSM4	
B3KTK0	
B4DEL7	
B4DZZ8	
F8WFB8	PDLIM2
Q59G62	
V5JA04	HLA-C
A0A097ZQV5	HLA-B
B2ZCX1	HLA-B
D6RAC8	MEPE
D6RD44	TCEAL4
F8SY63	HLA-DRB1
F8WAV9	ARHGAP25
F8WD90	CYP27A1
Q4F656	ND5
H0YHS4	TGFBR1
A0A0A0MSE2	HADH
B7Z2G7	
F4YTC6	HLA-B
U3KQT0	TAS2R1
A6NE70	BCOR
H3BUA7	GAS8
J3QLF4	NAT9
M9P9Y5	HLA-DRB1
U5QBC5	LILRB3
U5YEG4	HLA-A
D4HPL0	HLA-B
A0A0N9MXA6	HLA-A
H7C1N3	BET1
H7C5E5	TFAP2A
A8K2A0	
H0Y8L3	TGFBI
H0YFZ0	RFXANK
H0YLH2	USP8
H0YEA9	ABCC8
I3L4B9	SHBG
Q5T0V2	SLIT1
Q9TNT6	HLA-C
S5DLJ6	HLA-C
A0A087WTL9	LARP4
A0A087WWT4	TSPAN10
E5RFZ4	PROSC
B4DG84	
K7EMN0	PPP1R14A
K7ERX1	GCDH
O95973	IGM
Q5IR90	ADAMTS6
S6BGE9	
B4E092	
C9IYS8	ST6GAL1
C9JF66	TRAT1
C9JKY0	INO80B
C9JWG4	SLC38A5
E9PI87	HTATIP2
E9PJN0	ACOT8
E9PQ96	RPS3
F5GX20	ACSF3
G1EPD6	HLA-A
Q8IUL1	F5
A0A024RB45	PRR13 hCG_20677
A0A0A7C4N7	HLA-DRB1
A0A0A7C4W1	HLA-DRB1
A0A0A7C7J1	HLA-DPB1
A0A0X7YVP5	HLA-DPB1
A0A158RFT9	SLN
A4VCI1	DNAJC1
H7C1F5	TPO
Q96CM9	PKD1L2
H2BDP4	HLA-A
F1AQP8	HLA-C
F4YU06	HLA-A
F5GZA4	CCDC74A
F5H0F9	ANAPC5
H0YI75	SLC8B1
A0A1B0GTY7	TMEM191C
A0A1B0GW54	ARHGEF4
B4DM01	
G0ZMJ6	HLA-C
Q4G0T8	ZNF800
Q4GHR2	cytb
V5LKW9	HLA-C
V5NRB3	HLA-C
E9PD01	
H3BPT7	ZNF276
H3BV05	NSMCE1
Q9HC80	KLK9
U5YMN1	HLA-A
A0A0S4T1D5	HLA-C
C0M115	HLA-Cw
Q9UQR7	
A0A0K0KRQ6	HLA-DRB1
I3L1F3	PLD2
I3L2M5	RPA1
J3QT73	COPS7B
A0A087X0P0	CENPE
D7NNY5	HLA-C
H0YG19	ADD1
I6SJ74	HLA-B
J3KP74	PRG4
Q5T0Y2	MDM4
Q7Z382	DKFZp686N18198
Q8WUB5	TM9SF3
V9GY94	ARHGEF2
B4DL19	
D6MJK7	HLA-C
D6RIR6	BDH2
F8R8L1	HLA-C
M9P9X0	HLA-C
Q5T2B7	CUL2
H3BNI5	COX4I1
J3KPV0	PEX5
L0BXT4	HLA-DQB1
Q8TE32	HLA-B
E7ET40	PLAU
M1VKJ2	KIF5B-RET(NM_020975)_K23;R12
F2VP53	HLA-A
I7D913	HLA
Q5FBW4	CA6
Q6ZR35	
O19561	HLA-A
Q6ZV00	
B4DIH3	
B4DTZ8	
B4DUA2	
C9J1P7	GPR55
C9JXR6	MYCBPAP
D5L9B8	HLA-B
H9BYV5	HLA-C
Q68D60	DKFZp686N2325
A0A0E3DC23	HLA-A
A0A0E3DDL4	HLA-C
M0R0W2	DMKN
M0R1Y4	TIMM50
A0A0X7YV56	HLA-A
A0A0G4PYP0	HLA-DQB1
A0A0A7C6T1	HLA-DPB1
E9LXZ7	HLA-A
E9PGN6	MRM2
E9PM47	RELA
J7JXQ4	HLA-C
E9PQW4	MAPK3
G3V5R9	KLC1
Q67AP2	HLA-DPB1
A0A024RBL0	CHST11 hCG_2015274
A0A0S4XQX6	HLA-A
A0A0S4XRM1	HLA-A
E0YTI5	HLA-A
H0Y507	SH3PXD2A
A0A0N7A4B8	HLA-B
A0A0N7A4W4	HLA-C
A0A1B0GV95	ASAH1
A0A1B0GW97	POU2F2
B4DL29	
B4E061	
E7BBA3	HLA-A
V9GY88	BCAN
J3KRK3	NAE1
K7EMP5	MKNK2
Q14C71	GLRA1
E9LBP6	ND4
F5GYY1	DDX11
H0Y4R9	BRWD1
H0Y5L2	ECHDC1
H0YIE6	GNPTAB
S6BGF5	
F8W8T0	TRPS1
F8WCR7	PLEKHA3
Q8WXY5	ABO
N1LK74	HLA-A
U5F074	HLA-DRB1
A0A0B7MGE0	HLA-B
B2ZCX8	HLA-DRB1
G3D6H2	HLA-C
N0A498	HLA-A
Q5JXX6	MORF4L2
A0A0C4DGI3	CS
A0A0E3DCY1	HLA-C
Q45W57	HLA-DRB1
Q5SV16	ATAD3A
H7C1B7	CAPN7
B7Z7H7	
A0A024R451	SERPINE2 hCG_21438
A0A0A7C786	HLA-DQB1
B3KXK5	
B4DJ78	
B4DZZ6	
B4E049	
B7Z609	
C9E862	HLA-C
G0ZDT5	HLA-B
G1EPF9	HLA-A
G8JL96	PTPRS
Q4GJV3	cytb
Q7Z758	C8orf58
Q9BV28	TUBB3
A0A024R5D8	ALDH3B1 hCG_20258
A2NWX2	VH-3 family (VH26)D/J
B7Z3L1	
A0A0A7C6Z8	HLA-DQB1
E9PLP8	CSTF3
E9PN75	EHF
E9PQA7	BSDC1
G3V5F0	PNN
H0YJF4	CPSF2
C7FDW5	HLA-DRB1
C9JA17	ATP6V1A
F1AQK6	HLA-A
F4MH32	UTY
M0QZD4	PEG3
A6ZF01	ND4
H3BN11	TXNL4B
H3BTE7	MAP1LC3B
I2GUL0	HLA-A
M0R240	MYO9B
M4VJS4	HLA-A
Q53GQ8	
Q6ZNW9	
R4QU19	HLA-B
D6RHX5	SH3RF1
D7NP96	HLA-A
E1U1N0	UTY
F8W681	DPAGT1
F8WC88	CDKL4
F8WFA4	KMT5B
Q24JT4	OBSCN
A0A0S2Z5E5	RBM28
A0A140VJC8	
B4DKT7	
G9HRM3	HLA-DRB1
M9P9Z5	HLA-DRB1
Q5JRL0	PAGE2B
A0A0G2R1Q2	HLA-C
A0A0S2Z669	TEX9
A8E0Y3	HLA-A
E2GJJ6	HLA-B
F6KRL8	HLA-A
H0Y886	NDUFB5
H0YAI5	RNF4
I3L3H4	TBCD
I3UI60	HLA-A
Q5JW03	SLC35C2
Q5VT36	ZNF669
Q95ID8	HLA-B
A0A087WUC5	PCDH11Y
A0A087X2G0	RORA
D5FHP3	HLA-A
H0Y8J8	REEP5
C9JTG5	KRT15
A0A0K1P7Q9	
C9JFL0	FAM185A
Q5JWG0	PTPRA
A0A0A7C6R7	HLA-A
M9P9L7	HLA-C
Q6MZI8	DKFZp686B22249
A0A0F7NJ08	HLA-DQB1
F8VU44	NUDT14
F8VUA2	CHMP1A
F8VXG3	TGIF1
K7XXS7	HLA-B
W0UTP4	HLA-A
A0A1B0GWH3	PGPEP1L
A0A0A0MQV1	HSD11B1
E0WN63	HLA-A
E5RHZ9	ZNF419
E9PJJ0	TBCEL
E9PJN1	RPS6KA4
E9PQG1	FCMR
G0ZMH7	HLA-B
G1EP64	HLA-A
G3V5U1	WARS
Q9H3J7	
Q9NWF5	
H0YAC9	KIF20A
Q8TEJ8	FLJ00197
H3BV02	FAM65A
M0QXV1	VRK3
M0R115	CPT1C
A0A0A7UZC1	HLA-DRB1
B5FX47	
D6RAQ1	HPSE
D6RHX9	CAMK2A
F8RZQ1	ND2
F8WAT5	SEMA5B
J9PWM3	HLA-C
M4WMI0	HLA-A
Q6B845	HLA-G
B4DQD4	
H0Y5N1	FRMD5
M9P9S4	HLA-C
M9PAF3	HLA-C
F2VNE7	HLA-A
C7FDP4	HLA-A
U3KQP1	ASNSD1
A0A140T9V0	HLA-F
J3KRF5	CLTC
K7EKS0	TTC19
K7EP65	RPL22
Q8IYV2	DDX20
E7BYB1	HLA-B
H7C2W8	DIAPH1
H7C527	PIK3CB
U5XN77	SRY
B4DG42	
B4DIR9	
B4E2E7	
C9J6B1	RALB
C9JBI3	PSPH
C9JUM8	IFI44
E2GJN0	HLA-B
E5RIV5	LGI3
H0Y7R2	SLC1A1
H0YFR9	SFSWAP
H3BQE2	FANCI
H3BVG0	NUP93
I3VZ21	HLA-B
Q53S12	AGPS
A0A087WYL3	IMPG1
Q9HB88	
Q9NSM3	DKFZp434B1272
A0A140TA52	TNXB
E7EUY6	ARHGEF7
Q5GJ68	
A4D1M5	LOC401404 tcag7.1149
B4E0I5	
C9J2C8	NR1H3
H7C4K7	
H8WV73	HLA-DRB1
H9C5G4	HLA-B
Q53HJ6	
U5YC39	HLA-C
A0A0S4T3S8	HLA-C
A0A126GVX3	OR10G8
C9JW75	NT5C1B
L7PEX1	HLA-B
K7P5K3	HLA-B
Q71MH4	FP7189
A0A1B0GVZ3	ACY1
B4DS55	
B8ZZ98	SNRNP27
C9JDQ1	MOGS
A0A186VNL9	HLA-DPB1
E9PLE7	MKNK1
A0A0K0KR76	HLA-A
B1PL04	HLA-Cw
E0WN67	HLA-B
E9LY07	HLA-A
E9PEP6	NRP1
G3V2Q3	CCNK
H0YB34	RIDA
H2BDS1	HLA-DRB1
Q96MK8	
A1L3A3	CNTN2
H3BSD2	COG4
M0QZE6	TRIM28
B4DXW5	
C5IZU3	HLA-C
C9WEP9	HLA-B
D6RCE3	KIAA1191
D6REM4	CSNK1A1
L8E7Y3	NXPH4
V5NQV7	HLA-C
V5NR91	HLA-C
B2NJ34	HLA-DRB1
B2ZRD4	HLA-A
B5A234	CREBBP
C5J010	HLA-C
A0A158VVV9	CEACM19
A7WPI8	HLA-A
I3L1Q4	CIC
Q53FJ3	
U3KQR5	RPL6
A0A0B7NY95	HLA-C
C0KJV5	HLA-C
J3KS47	GAS7
K7ELH8	DPY19L3
K7EPD9	GIPR
F2XI44	HLA-B
F2WIH6	ATP6
J3QKQ5	KPNB1
J3QS39	UBB
M9P955	HLA-C
N0AA94	HLA-B
Q5QP22	RBM39
Q8IUP8	PCDH12
B4DI30	
B4DUN4	
C9JF58	OSCP1
D5FIF5	HLA-A
D7NNQ5	HLA-A
E3WH17	SQSTM1-ALK
H0Y8I7	TOPBP1
I3L218	TNRC6A
I3L521	
K4UNA5	HLA-C
Q59FX7	
A0A1B0GUR2	NRXN1
B4DQT2	
Q59G53	
A0A0E3DCK1	HLA-DPB1
A0A0G2R0Y8	HLA-C
B4DMH0	
B4E0B3	
A0A024R396	C11orf54 hCG_20928
A0A0G2JPZ4	FCAR
A0A0A7C4V9	HLA-B
A0A0A7C5P9	HLA-C
C9IZG1	MUC13
C9JDJ8	SEC22A
C9JLC1	DARS
C9JZJ1	STK17B
E9PIX9	CPSF3L
E9PKZ0	RPL8
G3V3U1	SIVA1
K9J969	PAQR6
Q7Z2V8	DKFZp686K0257
A0A075B6X4	TRAJ28
A0A0A7C6D8	HLA-DQB1
C8CHB9	HLA-C
F8W1A3	RPH3A
Q4W5F7	GALNT7
B4DT62	
