Entry	Gene names
E5DCN3	HLA-B
B4DJI4	
S6B294	
G9DBH2	HLA-B
X2BYB8	SETDB2-PHF11 fusion
A0A0N9HR25	HLA-A
A0A096LNU6	SPDYE6
B2ZGP9	RHD
B4DL98	
B4DW43	
B6DX34	HLA-B
D2DL37	HLA-B
D6RAC3	PIK3R4
D6RFK0	JADE1
F8WF85	CEP41
A0A0G2R1L3	HLA-A
A0A0K0KRA3	HLA-A
A8MQ10	CHRDL2
E3Q1H9	HLA-B
F6SL11	SLC25A14
H0Y936	CDC23
I3L535	CHRNB1
I7H119	RGL2 Z97184.1-002
Q14042	
S5TLS4	CNR1
M1F373	HLA-B
Q8TDZ9	CES hBr2
R4GMN1	MOSPD2
A0A096LPG3	CDKL5
A0A0A7C9G8	HLA-DQB1
B3KN33	
C9JE15	ADCK2
D4HPB6	HLA-B
H6UV84	HLA-C
A0A0S2Z3N2	SCARB1
A0A0A7C897	HLA-DPB1
D3U4F0	HLA-DRB1
E5RFZ0	ASCC3
F8W1L6	TPCN1
Q6ZMB4	
Q6ZMZ4	
Q6ZUB2	
B7Z956	
M0R2D3	TUBB4A
B4E3I3	
C9J3I2	KCMF1
C9JFF0	KIF26A
C9JIG0	GREB1
C9JN07	HEPACAM2
C9JQS2	SUPT20H
C9JZV3	ABCF2
E1U680	HLA-B
F6KCZ3	
A0A024R9A0	hCG_20714
A0A0A7C7Y7	HLA-A
E0YTN8	HLA-C
E9PCT1	SRRM1
E9PMG2	PPT1
G1EMJ7	HLA-B
G1EPM7	HLA-B
G3V4H6	EML1
H3BT98	SNX29
H3BPD0	ZC3H18
M0QZP8	IRGQ
M0R123	ZNF473
D6RHD1	ZBTB38
F8R8M1	HLA-C
S4R348	MRPL35
V5JAE3	HLA-DQB1
A0A096LNH1	PCDH11X
F5H114	PLEKHB1
J3QL05	SRSF2
A0A0A0MRZ7	IGKV2D-26
B2R825	
C9IZ93	UBE2F
F4YU14	HLA-A
F5H4U6	ACSBG1
H0YE43	POLG
H3BNQ7	ABAT
J3QQM4	SMURF2
K7EQ67	ATG4D
C9J6L5	CFTR
D5FZR0	HLA-C
E7EQS5	DMD
F2VNG5	HLA-A
H7C3E2	ITSN2
H7C540	PRPS2
A0A087X162	GHR
A8K1G1	
B0QY56	JOSD1
B4DV97	
B4DWE6	
E5RIX7	SNTB1
F4YTD8	HLA-B
F5H716	GTPBP1
H0Y9F3	THAP9
H0YDF5	ZNF692
H0YFC5	DOCK10
I3L2M6	NAA60
I3L3Q2	XAF1
A0A087X020	SBDS
E5RG07	GLI4
A0A180H653	HLA-B
C9JD13	TCAF1
C9JLU1	POLR2H
C9JVW8	ATP6V1A
A0A024R7F7	TNPO2 hCG_172479
A0A0A7C8L4	HLA-C
B7SEW4	KIR2DS4
B7ZAV8	
E0X9K1	HLA-A
E9PD17	UGT3A1
G1EN00	HLA-DRB1
G1EPH4	HLA-A
B4DT27	
C6JSY5	HLA-C
D6RA59	CDK10
D6RI11	CPLX1
E8Z919	
F8WCK0	NAA50
Q59ER9	
Q68DB5	DKFZp686K14185
B4DDQ7	
B4DVS8	
F8WE38	EXOG
J3QQV0	PPP4R1
M9PAC9	HLA-C
M0R1D6	DNAJB1
Q3BJY4	HLA-B
S0F2K3	HLA-DRB1
A0A596	TCRBV13S6A2T
C6L833	HLA-B
D4HPK3	HLA-B
E7EV10	MTA3
H7C0B2	GLCCI1
H7C533	RABL3
H0Y8P9	TACC2
H0YA19	SPOCK3
H0YD98	JAM3
H0YEG4	SLC16A4
H0YMI4	USP3
I3L204	MYO1C
I6NS25	HLA-A
Q4ZIL7	HLA-B
Q53GE9	
Q5U0F3	
Q7Z6U1	TBPL1
S6CQR9	HLA-DQB1
B5LY05	ESR1
D5H3W0	HLA-A
D7NQZ4	HLA-C
H7CI03	HLA-B
L8E7E2	NBPF9
Q24JQ3	E2F3
Q9UF24	DKFZp586K0821
Q9B2Y1	
H3BUG8	GCSH
H7C1N5	DPP4
K7EK44	TPGS2
K7EQ77	NDUFA11
K7ESJ1	ZNF420
Q30128	HLA-DRB1
Q6DKH1	NUP205
A0A024R3I8	EI24 hCG_38913
A0A024RDL0	RCP9 hCG_18703
B4DHM1	
B4DN84	
C8ZLL1	HLA-A
C9J205	FGFR1
C9J8M3	RFC4
C9JLT7	PIGX
D5FHX5	HLA-B
E9PNV3	RDX
E9PQK6	API5
G0ZDW6	HLA-C
G1EMV0	HLA-C
G1EPY1	HLA-B
G3V3P1	NDRG2
H7BXE3	SLTM
G4VZM4	ATP6
A0A0A7C8W2	HLA-DPB1
A0A087WTV6	PYCR2
F8VQD9	ATG101
F8VXL2	DYNLL1
A0A0C4DGG3	KDM2B
D3VVS7	ATXN3
G0KXH5	HLA-A
Q2A128	HLA-DRB1
A0A0E3DCB5	HLA-DQB1
A0A0G2JNP1	LRRC37A2
A0A140VJQ5	
H0Y4K4	HPS1
H2BDT7	HLA-DR4I
H2BEA8	HLA-B
A0A180H5S5	HLA-DRB5
A0A1B0GWE4	LOC101929926
B4DE88	
B4DSQ1	
D2SSL9	HLA-A
S4R300	SLC25A27
H3BQL7	SIN3A
H3BTP8	FAM192A
M0R0W0	METTL6
M0R2X4	PAK4
A0A0S2Z449	MLLT3
A6NJB5	CCDC144A
C9WCQ9	HLA-B
S4R3E7	NT5C2
A7MAK3	HLA-C
A8K3E7	
A8K7Q1	
A8MUV4	FOXP2
H0Y982	ASTE1
Q4VBZ9	MORC3
A0A087WVV1	PSMB2
D6MJJ2	HLA-C
D6RBB1	PALLD
F8R105	HLA-A
H0Y7E2	MPRIP
H0YDL2	WLS
H0YJM3	FOS
I0BW65	HLA-A
I6TRX6	HLA-C
M1GP49	HLA-B
Q9C055	INPP5A
V9GYN7	DNAJB12
G3D6H1	HLA-C
H7C5M5	ADCK2
J3QR52	CDC6
O02951	HLA-DRB1
Q5HYC6	DKFZp779J0967
Q9MY48	HLA-A
F8VRW0	USP44
F8VYK7	PPFIA2
H7C3H7	CHD3
Q38J66	PPP1R8
Q6ZXX2	HLA-B
R4QGH6	HLA-C
A0A0A0WGJ3	HLA-DRB1
B3V8R4	HLA-DRB1
B4DHV7	
C9J148	CCNL2
C9JI39	TAF6
C9JRR9	CASP2
D5FIG0	HLA-A
E9PRQ6	ACAT1
H8WV82	HLA-DRB1
Q5T9K0	ZC3H13
A0A0E3DDI2	HLA-C
B7Z7D4	
B7Z9P6	
A0A140VKE0	
D3K5X4	ND1
H3BPU4	TUBGCP4
H3BSK6	AHSP
H3BVG6	LTK
M0R2A0	EMC10
R9UTP9	HLA-A
A0A024RA94	MFAP2 hCG_25122
B7Z5X4	
E9PN25	HSPA8
E9PR52	CHI3L2
G1EN07	HLA-DRB1
G1ENP0	HLA-C
G1EPF6	HLA-A
G3V480	SRP54
J3QSW6	KALRN
Q96GF5	PXDN
B2DG02	HLA-B
E0YNM2	HLA-DRB1
F5GWJ3	C14orf105
H0Y4Q2	MDGA1
H0YEC1	MAJIN
A0A0K0KRI0	HLA-DPB1
A0A0K0L4Y0	PNPLA2
A0A186VNI8	HLA-A
A0A192ZHL1	HLA-B
A0A1B0GU74	CACNA1A
B4DKZ0	
B4DT07	
B4E3J6	
H3BRM4	SCNN1B
J3KT47	FLII
K7EPG4	ATP6V0A1
K7ESD1	POLRMT
B8QGS9	PKP2
H2E2A8	HLA-DRB1
Q6P0M4	IARS
F5H2K9	ECHDC2
B3KSN6	
B4DEM1	
Q29RV3	B3GAT2
D6RCL2	MAP1B
D6RGG5	PFDN1
F8LFR5	HLA-DQB1
F8RHN3	HLA-DRB1
F8WB30	TOM1
K0P793	HLA-DRB1
S4R3Q6	VPS26A
B1AKF5	TRO
F2VPA3	HLA-DRB1
F2X5U7	HLA-B
F2WFG5	ND5
M9P9C1	HLA-A
A7UP09	HLA-DRB1
A8K4R4	
A8MYQ9	RAB34
E2GJL3	HLA-B
E3SWP6	HLA-DRB1
E3VVS3	SETD8
E9KL49	
H6A2F5	HLA-C
I3L171	FUK
I3L4T3	TBC1D28
Q29763	HLA-B
Q9MY62	HLA-A
H0Y6Z9	COMMD3
H0Y9B1	IL6R
H0YJU7	SLIRP
H0YM53	BMP4
A0A0X7YJV0	HLA-B
B7Z9L6	
Q9NPS2	
B4E1T3	
C9IYI1	DMKN
D2DKH8	HLA-C
H3BMM8	HN1L
H3BRL2	MVP
H3BV90	CIAPIN1
Q6B9Y0	HLA-G
Q9BZS7	
T1R372	HLA-B
A0A024QZI9	ACF hCG_1811530
A0A024R1U8	IGFBP4 hCG_1643839
A0A0A7C493	HLA-DRB1
A0A0A7C8V3	HLA-B
C9JEQ1	TOP3B
C9JMM9	CTNS
C9JWB9	KIF5C
E9PFW2	MANBA
E9PIV0	SERGEF
E9PJ86	SLC22A25
E9PN44	OLFML1
E9PN63	FAM86B1
E9PQX5	ZNF250
G0ZDT7	HLA-B
G0ZMI1	HLA-B
G1EMR8	HLA-C
G1EMZ0	HLA-DRB1
G1ENG1	HLA-B
G3V359	APEX1
Q3YFF4	HLA-B
X6RFL8	RAB14
A0A186VMU7	HLA-A
A0A193DRQ4	COX3
A0A1B0GUG1	ASAH1
B3KNP2	
B4DYM1	
B4DT03	
F2Z3M5	HN1
M4MD12	HLA-B
W1I181	HLA-DRB1
Q4GIK5	ATPase 6
F2Z3C5	PRKCZ
H0Y4I5	CHADL
H0YIM3	CHURC1-FNTB
K7EJX8	DUS3L
K7EP93	ZNF585B
K7ESP5	HEATR6
Q8NAN7	
A0A0K0KRF4	HLA-B
B4DJN9	
F1BXA6	
F4NBW4	HLA-B
F5H5J4	LDHA
B3KSA7	
B4DQS9	
D6C6F9	HLA-C
D6RAV7	TLR6
D6RGC2	ZNF721
J3QLB4	LYRM9
H0YN81	WDR61
J3QT43	COPS7B
Q53FW2	
H0YNH9	PCK2
M1FUQ9	HLA-A
H0YH19	USP28
A0A0X7YRM5	HLA-DPB1
B0QY54	CBY1
H0YNM5	POU1F1
J3QRT7	TMEM94
A0PBY4	HLA-A
C9J786	TMEM14B
C9JYU6	BBX
E7EM72	DGKI
H7C089	TTC38
H7C4S2	HBP1
D6RCM3	MATR3
D7NNM3	HLA-A
D7NNW1	HLA-C
D7NNW3	HLA-C
A0A0A7C726	HLA-A
A4UQL5	HLA-B
D1MYY8	HLA-A
E5RJT6	ZNF419
H7BYE3	ADAMTSL1
A0A109NRI6	HLA-DPB1
F8VUB4	CNOT2
A0A173ADI0	HLA-DQB1
A0A1B0GTD0	GFI1B
A0A1B0GVR5	JAK2
G3V5K9	TMEM229B
Q14892	MUC5AC
X6R8A1	CTSA
B7Z7F1	
B7Z8T3	
D2SSL4	HLA-C
D3KD99	HLA-C
D3U3M1	HLA-B
E5RIA0	SORBS3
G0WVB8	HLA-B
H3BSA3	FANCA
H3BUY4	CARHSP1
B3GDG7	HLA-DRB1
B3KX32	
B3KXS5	LONP1
D6ML58	HLA-A
D6RDL8	NPR3
D6RGD1	MYO10
F8WEH2	TRA2A
Q59GI7	
T1R3C5	HLA-B
V5NVY5	HLA-C
A1YIQ7	APC
B1Q4R7	HLA-A
C9JUW4	DCUN1D1
F5H2G4	USP28
G9HW71	HLA-A
H0Y413	PRICKLE3
A0A140TA64	LOC100996750
B4DWD3	
B4E2Q9	
E5RHN8	SCIN
J3KT79	SCRN2
M9P8I0	HLA-C
Q6QBN8	TCIRG1
B4DP43	
V9K4I6	ATP6
D4HP87	HLA-B
D5FZK4	HLA-B
E7ENN0	SLC5A6
E7ETT1	PCCB
F2VNT7	HLA-C
F2XI59	HLA-C
H7C4J1	ACTR3C
A0A087WUX7	C1orf109
A8MVC2	LGI4
D6RCN3	ANXA5
E5RFF8	FBXO16
F6IQP0	HLA-C
F6KRI8	HLA-A
H0Y8W0	NIPAL1
H0YF44	NAGK
H0YKF0	ETFA
H0YMD3	ZEB1
I3QHR8	HLA-B
I7A4D4	HLA-B
L0BVS3	HLA-B
Q5T4F6	CRTAC1
Q9Y5B2	
S5DI56	HLA-C
A0A0A7C8A7	HLA-DPB1
A0A109NGN6	
A0A180H6E4	HLA-A
A0A180H6J7	HLA-DRB4
A0A1B0GTE8	ARID1B
B4DRE2	
K7EIK6	ZNF285
K7ER68	LPAR2
V5NVW4	HLA-B
A0A0D6E116	HLA-DPB1
A0A0E3DCH0	HLA-DRB1
H9BQ81	HLA-B
A0A024R1T1	RPS19BP1 hCG_41729
A0A024R7T4	ZNF22 hCG_24056
A0A0A7C6N6	HLA-DPB1
A0A0A7CA47	HLA-DRB1
B7Z6J2	
C9JAB5	P2RY14
C9JH16	ST6GAL1
C9JWS9	CBX1
E9LY51	HLA-B
E9PKA4	CPSF3L
E9PKV1	ALDH8A1
E9PRX0	RAB30
G1EP13	HLA-A
G1EPB4	HLA-A
G3V4D7	RPS6KA5
L0BVU1	HLA-C
Q7Z4P6	
Q8IWJ3	ATAD2B
D3VN25	HLA-C
D3YPQ2	AR
H6SI89	HLA-B
I6L976	C6orf57
Q71VQ4	C2TA
D6RAM3	DOK3
E5RHZ2	TMEM68
F8WBK9	OXSR1
F8WEF2	COPS8
B2R8F2	
B1AKY9	ATP1A2
J3QRW3	ASPSCR1
A0A0S2Z3R7	IFNGR1
V9HW85	HEL-S-272
H0YAN3	MSRA
O95127	LAMB4
Q96IS9	AGPAT2
A0A0A0MSR6	KDM4C
C9JB04	WIPF1
F5GWK6	KCTD10
F5H360	CAMKK2
G9HW49	HLA-C
G9I2P1	HLA-C
J7JHR5	HLA-C
M0QY88	B9D2
A1DT60	CYTB
H3BMC6	ZNF23
H3BMY3	SH2B1
H3BNE5	MTHFSD
H3BMQ7	NME3
A0A0A6YY96	IREB2
E7EQH1	BBS1
E7ES33	SEPT7
H7C358	TUBGCP6
B4E0U9	
C9IZR6	CDCA7L
A8MTX4	B9D1
E2GJH0	HLA-C
E5RFE6	ZNF292
H0Y8G1	ELL2
H0YDU8	PPP5C
H0YK48	TPM1
I3L0N7	SRRM2
Q30178	HLA-DRB1
Q53F37	
Q5Q5D4	ND2
Q5SAV0	ND4
Q5U0K3	
R4GNA8	MPP6
M4YNN3	HLA-C
Q13722	
H9QBC0	ATP6
B4DUD4	
B4DWD9	
B4E0U7	
D5FZQ9	HLA-C
E5RV92	HLA-DRB1
J3KQ48	PTRH2
K7EJT0	ZNF233
K7EQP2	EIF1
K7ES41	RAB27B
Q3MS95	BTK kinase deficient isoform 3
S5CRT1	HLA-A
A0A024R1R7	PICK1 hCG_41846
A0A0A7C586	HLA-C
A0A0A7C6Q8	HLA-C
A0A0A7CA84	HLA-DPB1
C5IZX3	HLA-C
C9E1F5	HLA-B
C9IZQ1	SSR1
C9JDY5	SERPINI1
C9JNI1	GTPBP10
C9JZA2	SLC29A4
E9PM92	C11orf58
E9PQS6	RELA
B7Z6S8	
D2D3G3	HLA-DRB1
D3U694	HLA-A
E5RFU2	EPHX2
H7BZ08	CCDC138
Q6P6D1	C2CD2
K7QT39	HLA-B
A0A0E3DCF3	HLA-C
A0A0G2R1T0	HLA-DRB1
F5H674	RBM7
A0A186VN53	HLA-B
A0A186VNL1	HLA-DQB1
A0A1B0GVD3	LIN28B
A0A068B7P5	HLA-DRB5
B7Z1Q2	
D2DL10	HLA-B
H3BPF9	FAM192A
H3BRF9	ZFYVE19
J3KNB5	GPX8
M0QX30	EPS15L1
M0R142	TP53BP1
Q9H5T3	
S0F2C5	HLA-DRB1
A0A0G2R134	HLA-DPB1
A0A0S2Z553	RABEPK
A0A0S2Z5T5	MIF4GD
T1WFE0	HLA-B
B0QYK3	EMID1
E1Y6U0	HLA-B
E5RIH8	CCNC
H0YFM3	TM7SF3
H0YL72	IDH3A
I3L400	SMG1
J3QT06	CSHL1
R4GNH0	THAP3
D9U3G5	HLA-A
M1F4U9	HLA-B
Q49AN7	VPS4A
Q8NGE6	
Q96B47	SYMPK
D2X9V0	KCNJ3
A6NFY0	MPP1
B7Z398	
D6RBC4	ZBTB38
F6SRW8	IFT88
F8R171	HLA-B
F8VP57	EPHA5
F8WD36	FKBP6
F8WFC2	MDH1
Q53EY1	
V5NVK6	HLA-B
C9WCV6	HLA-B
F2Z2W7	TRMT2A
K7EJ03	P3H4
K7EMI4	AFMID
K7EN92	RAD51D
O19733	HLA-DRB
Q29657	
Q5K4L7	
A0A0N7A4K8	HLA-DQB1
V9HVZ7	HEL-176
A0A090N8Q0	KCNH2 tcag7.786
K9LD65	HLA-A
L0BVQ3	HLA-C
L0BX03	HLA-DRB1
O14606	TTY2
Q6LBV5	
Q6NVU7	ZP1
B0QY66	SUN2
F8VVX9	NR4A1
F8W0C6	KRT5
F8W130	TROAP
K7WPG3	HLA-DQB1
M9PAF4	HLA-C
Q70P05	HLA-C
H7C3S1	ANLN
Q5JXM0	DKFZp564C0482
A0A0E3DCM1	HLA-A
A0A0X7YK21	HLA-DQB1
B7Z1V3	
D2CPJ1	
D3U3K6	HLA-B
H3BMJ8	TCF25
H3BP20	HEXA
H3BTB5	ATP6V0D1
M0R0E0	FAM129C
Q99479	ABO
R9QZG8	HLA-C
S0F2I7	HLA-B
U3MMY2	HLA-B
A0A0A7C9B8	HLA-DPB1
B4DI83	
B4DNS5	
B4E1A4	
B4E3F0	
C8XTM8	HLA-DRB1
C9IZ27	TMBIM1
C9J7B4	RNF13
C9K0A2	PCBP4
H7BXT7	BET1L
Q4QZ32	HLA-B
Q8MHN6	HLA-B
B8ZZB0	CCDC74B
E9PAM9	BCL2L11
E9PBG5	RGS12
E9PGW9	PCM1
G1ENN6	HLA-C
G1EPH2	HLA-A
G3V2M3	STAT6
G3V5X1	TRMT5
A0A0S2Z3L3	DCN
A0A0S2Z421	MYOC
A0A126GV58	OR6K2
A0A173G4N9	CD33
A0A1B0GTH9	
A0A1B0GU01	CIITA
B4DSI7	
C9WEX8	HLA-DRB1
K7EKX7	GPX4
K7EQ01	ZNF345
K7ERE6	PODNL1
Q29723	HLA-DRB1
S4R3P2	RUFY2
A0A0D5CCE3	HLA-C
A0A0E3DDI8	HLA-C
A8K2J6	
A8UHA5	HLA-B
G9G816	HLA-C
H0Y8Y2	ANK2
H0YHW7	LRP10
H0YM60	NOP10
I3L381	PLD2
I3NI22	SGSH
Q53EV6	
A0A0K0KRE1	HLA-DRB1
B4DNH1	
E5RHB1	EFCAB3
F8WCY6	RAB5A
E7EXA6	CHTF18
H7C2R9	C7orf50
B4DN94	
B4DVF0	
C9J268	EHBP1
C9JEW3	LRRC23
C9JYP1	FAM107B
C9JZ80	C14orf80
H9BYR1	HLA-B
D3VVM1	ATXN3
F8VXS2	CALCOCO1
H7BZG1	ITGAV
Q63HQ7	DKFZp686A1736
Q6ZMS3	
A0A0X7YVJ2	HLA-DRB1
A0A140T9I2	HLA-DMB
F8VRX7	KANSL2
H7BZN7	DDX56
A0A024QZT7	KDELR2 hCG_15972
A0A0A7C5T5	HLA-B
B7Z8Q2	
E9PIX2	SLC52A2
E9PPI7	FOXK2
G0ZMZ0	HLA-A
G1EP09	HLA-A
A0A060KS66	RNaseK
G3V450	ENTPD5
K4IT57	HLA-DRB1
M0R1M2	CD22
Q8J028	HOZFP
A0JLQ4	FCHO2
C5IZV8	HLA-C
E0WBR4	HLA-C
E0X9L9	HLA-C
F5H4Q0	SYNE1
H0YCA2	SLC22A25
H0YIH0	METTL1
A0A0S2Z469	MPV17
A0A0S4XQP3	HLA-A
A0A126GWE7	OR51I1
A0A1B0GTN5	LOC101929926
A0A1B0GWC9	ASAH1
B4DS63	
B4DSI3	
A6YUU5	ND5
D2DKM5	HLA-B
H3BMR4	POLR3E
H3BQS4	CDR2
I2GUK3	HLA-C
M0R0K9	TRIM28
Q8HWN8	HLA-B
Q8N836	
C9WEU3	HLA-C
E9KXW1	MSX1
F4YTG2	HLA-B
G9HWA9	HLA-C
G9I2J0	HLA-A
H0Y981	SPAG9
H0YF34	RPL27A
H0YMW7	GCNT3
I3L3X9	DPH1
I6NWI4	HLA-B
I6TEY5	HLA-A
Q53G91	
Q7Z4H6	
Q9MXZ1	
V9GYB0	GRM4
B4DFA8	
B4DS30	
Q45L91	ABO
Q4GA32	NADH2
B2R704	
B5MDP7	PAPLN
D6R9Z0	GRIA2
D6RC96	ZBTB49
D6REZ1	SPDL1
F8LSV3	HLA-A
F8WBB7	SPOPL
G3D6E3	HLA-C
M9P9U9	HLA-C
M9PAA7	HLA-A
Q5JVD1	CNTRL
Q5TDE7	RNF220
V5NVP3	HLA-C
H3BRG4	UQCRC2
H7C4K2	HEG1
K7EIP4	LAMA3
K7EJS5	MFSD12
K7ENT3	FUT3
Q4ZFY2	FLJ21069
Q9GIK9	HLA-B
V9N358	HLA-A
A0A087WY99	OPLAH
B0BK84	HLA -B
A0A0A7C4K3	HLA-C
A0A0A7C5A2	HLA-DPB1
Q701N6	HLA-B
Q7YQ32	HLA-DRB1
A0A0A0MTN3	GSTM3
E7EUV9	SLBP
J3QS84	GPS1
X5D8S1	ABAT
C6L832	HLA-B
D3YTC8	LAIR1
F2WFF4	CYTB
H7C2L2	APP
H7C450	CCDC142
U5YET1	HLA-C
A0A0E3DDV0	HLA-DRB1
A0A0S2Z3W0	FANCG
A0A0S2Z4D8	PRKCSH
A0A0S2Z4P5	SGCE
A0A0U1RRB5	UNC13B
A0A126GW93	OR10H3
A0A075B6W1	TRDJ3
H3BQI7	HSDL1
H3BS86	STUB1
Q76K26	anti-CLST11240
A0A0A7C4Q6	HLA-DRB1
A0A0A7C962	HLA-C
A0A1B0GVK4	FASN
A2VC07	HLA-B
B4E1H4	
B7Z6G5	
C9J7Z7	ATP13A3
C9JUA9	DLG1
C9K0F9	KAT6A
E9PIR9	AIM1L
E9PK85	RRAS2
E9PQY1	GRIA4
G1EPA6	HLA-A
G1EQG3	HLA-C
Q7Z4Y9	
Q9TQH1	HLA-B
A0A024R5Y3	RASL12 hCG_23666
E1CJE0	HLA-C
G3V451	SDR39U1
H0YBD1	PCNX2
Q9HBN2	
X6RCC3	SMAP2
A6ZIS3	ESX1
U5IS53	HLA-DQB1
X6RDS5	MRRF
A1DV99	ATP6
K7EQQ1	CLPTM1
V5L611	HLA-C
B3KXZ4	
B4DYA2	
D6R9D6	RBM47
D6RHH9	PHOSPHO1
D9UAZ6	HLA-C
F8R1D0	HLA-C
F8WA34	ACYP2
F8WFE0	C7orf43
Q59FE1	
V5NVX1	HLA-C
F4NBU4	HLA-B
H0Y3Y7	CFAP61
H2DML6	HLA-A
J3QRI9	DRG2
I4EPJ8	HLA-DQB1
U3KQ72	MSH6
A0A0E3DCL0	HLA-DRB1
K7EP20	DOCK6
A0A0U1RR55	HFE2
M9WP47	HLA-A
C9J8D4	MOGS
E2GJR7	HLA-Cw
E7DVW5	FABP5
E7EVL8	CYP4A11
F6KRZ9	HLA-C
F6RTM7	STX10
Q9TQ45	HLA-DRB1
Q8TD97	
A0A087WTN9	ANXA8
A0A087X077	KCNH7
A9CP04	Par1b
B1AKI2	MBNL3
H0Y9I7	GCLC
H0YLT0	APH1B
H9U923	SRY
I3L3K7	NFATC3
I6NVQ7	HLA-C
Q5T4L4	RPS27
A0A0A7C8F1	HLA-DPB1
A0A0X7YLL1	HLA-DPB1
A0A140T9I0	HLA-A
B3KRF9	
C9J710	CEP70
C9JEV6	NAGK
C9JYW2	NCL
E9PB61	ALYREF
A0A024K712	HLA-B
A0A024RCP6	hCG_2044638
A0A0A7C6L7	HLA-C
A0A0A7CAF7	HLA-DQB1
A0A0A7CA48	HLA-DPB1
E9PHZ1	ECE1
G1EQ64	HLA-C
Q9H2J9	
A0A0A7C483	HLA-B
A0A120GWD9	HLA-DPB1
F8VY51	RIC8B
J7JXM1	HLA-A
M0R032	ZNF473
B7Z557	
C6K4I5	HLA-A
D6MLP3	HLA-A
D6RAN5	PRKCZ
D6RHG9	CXXC5
Q05DQ2	RNMT
Q08AR5	DNAJC2
A0A0N7A4K6	HLA-DQB1
A0A0N9MR08	HLA-DRB1
F8RHM1	HLA-DRB1
F8WBF0	GK5
B1PC45	HLA-C
B7Z3Z6	
F5H207	KLRG1
H0YCU5	PACS1
H0YHH6	ATP2B1
B4DDW3	
D3U3Y2	HLA-B
F5H8G6	NOP2
H3BTE6	EPB42
M0R063	SLC1A6
M0R1M6	UBA52
M0R3D3	SYDE1
U5YF41	HLA-C
B2KLH3	CYTB
H3BMN1	RSRP1
H3BQY3	HSD17B2
H3BV59	PDPR
Q16299	type II collagen alpha 1 chain
Q8WW81	
U5IT20	HLA-DQB1
U5YJM7	HLA-A
B7ZBM3	FOXP4
H7C4K8	HACD2
M9P9F0	HLA-C
Q4U3K8	CYP1B1
Q5QPN5	LYPLA2
A0A140T9R0	HLA-DMB
A5PKX7	MYST3
E1Y6M5	HLA-C
E5FYM9	HLA-A
F6KS30	HLA-DRB1
G9DBG8	HLA-B
H0Y8W6	PDLIM7
H0YEK5	SAAL1
H0YL22	NDUFAF1
H0YMR9	GMPR2
H0YNA1	FAM98B
I3L1Y5	P4HB
I3L3W7	SPNS3
I4EPL0	HLA-DQB1
Q53G17	
R4GMQ9	
A0A087WX39	EPS8L2
A0A087WYF1	LAMA2
D6RD30	CCNG1
E4W6B6	RPL27
D7NNN9	HLA-A
J3KTC5	SKA2
H9RY47	ATP6
D5FHV8	HLA-B
H7C003	PPP1R7
H7C584	KIDINS220
K7ERJ7	ZNF793
U3KQI2	MEIS2
A0A0A7C7S6	HLA-DQB1
B4DNR6	
B4E1E5	
B9EIK3	DDX26B
C9JVY2	PLS1
B4DPS8	
E9PD56	PXK
E9PI02	HSF1
E9PS77	BSDC1
G3V5B7	NDRG2
H8WV87	HLA-DRB1
H9KV45	UBE2D3
Q7Z7M7	SOD2
A0A1B0GW70	SYNGAP1
C5IZQ1	HLA-A
A0A0A7C4W7	HLA-C
A4FUI5	CTAG2
D1MYZ1	HLA-B
E5RFR0	TMEM255A
F8VYK3	TARBP2
A0A0D9SEI3	CDK11B
A0A141AZG2	HLA-DQB1
F8W038	C17orf49
A0A0A7C9U8	HLA-C
A0A0S2Z583	RDH11
A0A0S4T386	HLA-C
B2RC94	
B3KWG3	
C7FDP7	HLA-A
F1AQL0	HLA-A
F5GYB4	PEX5
F5H5C8	RBMS2
I6MHH7	HLA-B
Q4GVS7	NADH5
B2RB74	
B4DDH0	
D6R960	CPLX2
D6RF22	LARP7
D6RIU4	LMAN2
F6IQK3	HLA-C
F8R8G9	HLA-A
F8W6C1	SPTBN1
F8WAK5	STK33
F8WCH3	APOL1
J9PVA2	HLA-A
M9P8Z0	HLA-B
N1NT51	HLA-C
Q67AP3	HLA-DPB1
V6BNZ6	HLA-DRB1
X6RA56	DCTN3
H3BPN6	ULK3
Q59H29	
A0A068BKC1	ATP6
M0QYU5	ZNF616
M0R2D0	RAB11B
Q8HWS5	HLA-A
Q9HBE9	SLAM
T1R348	HLA-DQB1
A0A0K0KRQ5	HLA-DPB1
A0A126GWR7	OR13C2
A5YM63	NEFM
A8E0S0	HLA-B
A8K2S4	
E3Q0Y2	HLA-C
Q95HM1	HLA-B
B4DEZ8	
D7NQU3	HLA-A
E7EN01	CALCRL
H0Y8Y6	ATR
H0YAC8	RUFY1
H0YNJ8	TMOD3
Q000Z0	HLA-B
U5YBL6	HLA-A
K7EJM1	ZNF461
K7ELK5	PLPPR3
K7EM01	TNFAIP1
K7EP06	RNMT
K7EQ49	UBALD1
K7EQR0	EML2
M4MGI6	HLA-DQB1
Q3MS94	BTK kinase deficient isoform 4
Q6B847	HLA-G
A0A0A7C5H7	HLA-DPB1
A4URH6	HLA-A
D3U469	HLA-B
E5RGH0	ZNF721
H7BYB0	NSD1
H7BZL6	FSIP2
H7C0Q7	GSAP
L0HR08	HLA-DRB1
Q67AQ3	HLA-DPB1
Q861F8	HLA-DRB1
V9GYN9	SMC1A
B4DVP3	
B4DWD4	
